word,coefficient
chết,4.457635542250863
đồ,4.0492629269861045
khốn_nạn,3.5789917847468247
đi,3.445801898774105
bạn,3.288155357043518
tiệt,3.2051303233704362
chết tiệt,3.012346769005127
đồng_tính,2.42189474576393
kẻ,2.388562200756585
ngốc,2.323050010128176
đừng,2.32064381720258
mẹ,2.2723867865774747
lũ,2.222802665183651
là một,2.1119879914456607
một tên,2.078406457266789
ngu,1.9687656101963085
tên,1.9489627792125745
mày,1.9079469506898052
ngu_ngốc,1.8544336867618003
thôi,1.8324002457242135
tệ,1.807392251090373
khốn,1.8032706968440086
giết,1.766938489504113
đồ khốn_nạn,1.647805846857979
thật,1.619124127727949
fuck,1.6115782765163178
đen,1.5484135857999415
quan_tâm,1.5276818062391597
url url,1.5122237937767526
bạn là,1.5025738221079783
con,1.5013087872193307
khốn_kiếp,1.498693095130985
một kẻ,1.4288925203417313
bú_cặc,1.392442836984615
người đồng_tính,1.390397497016147
hãy,1.3847110862783392
của chính,1.3732462627601332
gã,1.3118246678427596
cặc,1.3048378651479016
ngu ngốc,1.290089107231862
mẹ kiếp,1.2690568164579745
cậu,1.2655671026773079
tôi,1.2655636264650871
đấy,1.2644879495666936
kiếp,1.255643567584923
của tôi,1.2298975128959222
tôi sẽ,1.2013742935196352
rác_rưởi,1.1893261407267586
bẩn_thỉu,1.1801264378152982
đi đồ,1.1781347057176874
hút,1.1416576853481804
quản_trị_viên,1.1414278459515794
anh,1.1332489966192025
bắt,1.1313440888404254
chết_tiệt,1.1295161801724924
bao_nhiêu,1.1119437424289988
tôi cá,1.0910777992938865
quay lại,1.0907260828959588
tệ quá,1.0783161058266426
hah,1.0637725906029771
aha,1.0637725906029771
gái,1.0626990588952718
kẻ khốn_nạn,1.040833347972787
đồ khốn_kiếp,1.0318149689322667
cưỡng_hiếp,1.0307560359224313
họ,1.0173618775477655
tôi muốn,1.0166751555123186
hah aha,1.0075682794365957
giết bạn,1.0057507812926207
da,0.9788752020570999
đức_quốc_xã,0.9716729087238034
thích,0.9694460462503011
hậu_môn,0.9688900904400971
tôi là,0.9620511059235494
quay,0.954334258804164
sẽ giết,0.9425096416140325
tình_dục,0.9365720588510635
bạn chỉ,0.9363923665886583
một gã,0.9324926445528707
quá,0.9196672806104452
tôi tôi,0.9164587535561559
mông,0.9131643496752624
nếu không,0.904517001360883
da đen,0.8997524553633901
vớ_vẩn,0.8990292478992618
dương_vật,0.8963757679936818
âm_đạo,0.895347466645697
gay,0.8919451961804202
người,0.8845598882830266
chính mình,0.8721341782407734
thằng,0.8713963513782172
kể,0.8698107903404705
tại_sao bạn,0.869458879848151
bọn,0.8544707548701144
thật là,0.8531243588960021
ngươi,0.8509151162337004
wiki,0.8467679942340443
điếm,0.8440783228436657
lồn,0.838666818297942
tên ngốc,0.834660908883052
và sau,0.8328836973767184
ba,0.8193801313090101
có được,0.8154382402330949
của người,0.8142231005406817
thật tệ,0.8088956207077991
_đồ,0.8005388816616517
mọi đen,0.7933126063511827
không thích,0.7927062980099366
gì cả,0.7873890753813276
go,0.783424550850176
quan_hệ tình_dục,0.7826974755649847
bạn_bè,0.7826317228587755
kinh_tởm,0.7784831025074647
bạn lại,0.777929982829914
iran,0.777736301536625
quảng_cáo,0.7777191457977434
bú,0.7737441101532554
người thổ_nhĩ_kỳ,0.7728664717852797
vậy,0.7727684810999759
một cuộc_sống,0.772337986308201
đồ khốn,0.7688871636425301
là rác_rưởi,0.7678781953812793
tôi có,0.7677134386106176
được một,0.7676941770901229
nô_lệ,0.7670939218072644
để tôi,0.767010994678404
chết đi,0.7651530977056707
bài hát,0.7639673607008693
trang của,0.7614255775766079
công_việc,0.7592027046848973
bằng,0.7585434240908525
trả,0.75569033239746
luyến_ái,0.752433801677483
đồng_tính luyến_ái,0.752433801677483
khỏi,0.746170350479354
giờ,0.7460519877476327
là bạn,0.7452151935167646
phải chết,0.7423773133835712
nghiêm_túc,0.7416767490074299
yên,0.7399196727188447
và giết,0.7377015023574005
mắt,0.7373662257554836
là gay,0.7330988123580935
khủng_khiếp,0.7320152210396353
aha hah,0.7309634164318146
xấu_xí,0.7296985230567782
ngu_ngốc của,0.7283237049535664
cô,0.7283114350536726
cá là,0.7206963614393298
trông,0.7201674909091486
âm_đạo và,0.7179694427439997
tại_sao tôi,0.7165765469270515
bị bắt,0.7161584706132653
gã đồng_tính,0.7155808639123583
ơn dừng,0.7122073743795144
chính_xác và,0.7118240343137769
người do_thái,0.7099272990010034
cưỡng_hiếp bạn,0.701021862194546
những thứ,0.6967819751742622
đúng là,0.696031193989464
cuối_cùng,0.6958425096976913
khốn này,0.6938653219230146
